id,last_scraped,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,host_is_superhost,instant_bookable,number_of_reviews,review_scores_rating,availability_365,calculated_host_listings_count
42052666,2023-12-14,Downtown,49.28033,-123.10778,Entire home/apt,5,1 bath,4,$198.00,2,TRUE,FALSE,204,4.81,199,1
42069280,2023-12-13,Downtown,49.27274,-123.12007,Entire home/apt,4,2 baths,2,$199.00,30,TRUE,FALSE,6,5,291,7
42075288,2023-12-14,Kitsilano,49.26587,-123.14718,Private room,2,1 private bath,1,NA,2,FALSE,FALSE,4,5,0,1
42097672,2023-12-14,Downtown,49.27967834472656,-123.10883331298828,Entire home/apt,8,2 baths,2,$263.00,1,TRUE,FALSE,128,4.88,218,1
42111604,2023-12-14,Kensington-Cedar Cottage,49.24159,-123.07943,Entire home/apt,4,2 baths,2,$151.00,3,TRUE,FALSE,88,4.95,69,1
42123717,2023-12-13,Mount Pleasant,49.2668,-123.09489,Entire home/apt,2,1 bath,1,$175.00,30,TRUE,TRUE,16,4.88,291,1
42125600,2023-12-13,West Point Grey,49.26025,-123.20196,Private room,1,1 shared bath,1,$200.00,30,FALSE,FALSE,1,5,83,2
42136507,2023-12-14,Downtown,49.27408,-123.13198,Entire home/apt,2,1 bath,1,$99.00,28,FALSE,FALSE,25,4.96,151,4
42137297,2023-12-14,Dunbar Southlands,49.25241,-123.18107,Entire home/apt,6,2.5 baths,3,NA,5,FALSE,TRUE,0,NA,0,1
42137638,2023-12-14,Downtown,49.27541,-123.13,Entire home/apt,2,1 bath,1,$89.00,27,FALSE,FALSE,28,4.79,62,4
42161005,2023-12-14,Downtown,49.27995,-123.10765,Entire home/apt,4,2 baths,2,$350.00,3,FALSE,FALSE,59,4.64,169,1
42161378,2023-12-14,Riley Park,49.24873,-123.11265,Entire home/apt,6,3.5 baths,4,$750.00,5,FALSE,FALSE,7,4.57,18,1
42199261,2023-12-14,Downtown,49.27828,-123.12104,Entire home/apt,2,1 bath,1,$133.00,2,FALSE,FALSE,81,4.78,0,1
42202219,2023-12-14,Sunset,49.22331,-123.10524,Entire home/apt,2,1 bath,1,$96.00,4,FALSE,TRUE,32,4.53,263,1
42233503,2023-12-14,Downtown,49.27609,-123.13003,Entire home/apt,2,1 bath,1,$93.00,25,FALSE,FALSE,22,4.82,58,4
42257702,2023-12-13,West Point Grey,49.25952,-123.20132,Private room,1,1 private bath,1,$200.00,30,FALSE,FALSE,0,NA,83,2
42271343,2023-12-13,Riley Park,49.25349,-123.10867,Entire home/apt,2,1 bath,1,$75.00,3,TRUE,FALSE,73,4.96,85,1
42272820,2023-12-14,West Point Grey,49.26134,-123.20982,Entire home/apt,2,1 bath,2,NA,30,FALSE,FALSE,0,NA,0,1
42296784,2023-12-13,Hastings-Sunrise,49.27804,-123.02883,Entire home/apt,6,2 baths,3,$306.00,3,TRUE,FALSE,59,4.92,219,1
42300971,2023-12-14,Downtown,49.27999,-123.10845,Entire home/apt,8,2 baths,4,$305.00,3,TRUE,FALSE,78,4.92,172,1
42301447,2023-12-14,Hastings-Sunrise,49.27171,-123.03663,Private room,2,1 bath,NA,$169.00,1,FALSE,FALSE,4,3.5,0,4
42301735,2023-12-14,Hastings-Sunrise,49.27141,-123.03651,Private room,2,1 bath,NA,$169.00,1,FALSE,FALSE,0,NA,0,4
42301804,2023-12-14,Hastings-Sunrise,49.27028,-123.03691,Private room,2,1 bath,NA,$169.00,1,FALSE,FALSE,0,NA,0,4
42301937,2023-12-14,Hastings-Sunrise,49.27173,-123.03487,Private room,2,1 bath,NA,$169.00,1,FALSE,FALSE,1,3,0,4
42318659,2023-12-14,Downtown Eastside,49.28157,-123.10383,Entire home/apt,2,1 bath,1,$254.00,30,TRUE,FALSE,55,4.75,275,1
42330742,2023-12-14,Kensington-Cedar Cottage,49.25616,-123.06511,Entire home/apt,6,1.5 baths,3,NA,3,FALSE,FALSE,9,5,0,1
42338884,2023-12-14,Downtown,49.28088,-123.10958,Private room,2,1 private bath,1,$90.00,2,TRUE,FALSE,111,4.95,35,1
42360114,2023-12-14,Grandview-Woodland,49.26821,-123.07153,Entire home/apt,1,1.5 baths,1,NA,2,FALSE,FALSE,0,NA,0,3
42360460,2023-12-14,Downtown Eastside,49.28187,-123.10757,Entire home/apt,5,1 bath,2,$127.00,3,TRUE,FALSE,39,4.74,141,21
42393959,2023-12-14,Downtown,49.2787,-123.12266,Entire home/apt,2,1 bath,1,$121.00,3,TRUE,FALSE,215,4.87,59,1
42406641,2023-12-13,Hastings-Sunrise,49.26599,-123.0341,Private room,2,2.5 shared baths,1,$100.00,4,FALSE,FALSE,4,5,50,1
42413884,2023-12-14,Hastings-Sunrise,49.27696,-123.05023,Entire home/apt,2,1 bath,1,NA,1,TRUE,FALSE,96,4.93,0,1
42439466,2023-12-14,Kensington-Cedar Cottage,49.26127,-123.07551,Private room,1,1 shared bath,1,NA,30,FALSE,FALSE,3,5,0,4
42449531,2023-12-14,Downtown,49.27792,-123.12931,Entire home/apt,4,2 baths,2,$409.00,30,FALSE,TRUE,16,4.75,89,3
42456262,2023-12-13,Grandview-Woodland,49.26879,-123.06792,Entire home/apt,3,1 bath,1,$166.00,4,TRUE,FALSE,13,4.77,78,1
42456517,2023-12-14,Kitsilano,49.26958,-123.18188,Entire home/apt,9,4 baths,5,NA,5,FALSE,FALSE,0,NA,0,1
42457349,2023-12-14,Mount Pleasant,49.2609,-123.09231,Entire home/apt,7,1.5 baths,3,$300.00,3,FALSE,FALSE,41,4.51,13,1
42458406,2023-12-13,Kensington-Cedar Cottage,49.2593,-123.07432,Private room,1,1 shared bath,1,$35.00,34,FALSE,FALSE,10,4.8,58,4
42458461,2023-12-14,Kensington-Cedar Cottage,49.2615,-123.07347,Private room,1,1 shared bath,1,$35.00,30,FALSE,FALSE,7,4.43,2,4
42484736,2023-12-14,Downtown,49.28041611046187,-123.10660374054882,Entire home/apt,4,1 bath,2,$112.00,3,FALSE,FALSE,84,4.69,0,10
42516612,2023-12-13,Downtown,49.27583,-123.11915,Entire home/apt,2,1 bath,1,$200.00,30,FALSE,FALSE,0,NA,358,1
42531816,2023-12-14,Downtown,49.27988,-123.12065,Entire home/apt,2,1 bath,1,$230.00,31,FALSE,FALSE,4,5,38,38
42538952,2023-12-14,Dunbar Southlands,49.23806,-123.17914,Entire home/apt,2,1 bath,1,$55.00,30,TRUE,FALSE,9,4.44,94,2
42539984,2023-12-14,Downtown,49.27996,-123.12328,Entire home/apt,4,1 bath,1,NA,3,FALSE,FALSE,1,5,0,1
42546201,2023-12-13,Mount Pleasant,49.26523,-123.10084,Entire home/apt,4,1 bath,2,$239.00,3,TRUE,FALSE,63,4.86,258,1
42546326,2023-12-14,Downtown,49.27997,-123.11905,Entire home/apt,2,1 bath,1,NA,30,FALSE,FALSE,1,3,0,1
42570640,2023-12-13,Strathcona,49.26742,-123.09743,Entire home/apt,4,1 bath,3,$199.00,3,TRUE,FALSE,73,4.99,114,1
42591398,2023-12-14,Downtown,49.27838,-123.11456,Entire home/apt,2,1 bath,1,NA,90,FALSE,FALSE,0,NA,0,1
42608254,2023-12-13,Marpole,49.21569,-123.12049,Entire home/apt,6,3 baths,3,$257.00,2,FALSE,TRUE,72,4.76,324,1
42664284,2023-12-14,Downtown,49.28836,-123.12415,Entire home/apt,2,1 bath,1,$98.00,5,TRUE,FALSE,167,4.87,57,1
42671966,2023-12-14,Renfrew-Collingwood,49.23585,-123.03619,Private room,1,1 shared bath,1,NA,3,FALSE,TRUE,1,5,0,2
42695990,2023-12-14,Downtown,49.27827,-123.12172,Entire home/apt,3,1 bath,2,$151.00,2,TRUE,FALSE,252,4.81,25,1
42696012,2023-12-13,Hastings-Sunrise,49.28985,-123.04998,Private room,2,1 shared bath,1,$79.00,1,FALSE,FALSE,83,4.61,72,3
42715387,2023-12-14,Renfrew-Collingwood,49.23734,-123.03752,Private room,1,2 shared baths,NA,NA,2,FALSE,TRUE,1,4,0,2
42719452,2023-12-13,South Cambie,49.25141,-123.12737,Entire home/apt,4,1 bath,2,$169.00,30,FALSE,TRUE,0,NA,365,3
42720667,2023-12-13,Shaughnessy,49.25285,-123.12915,Entire home/apt,4,1 bath,2,$169.00,30,FALSE,TRUE,2,3,365,3
42720991,2023-12-13,Shaughnessy,49.25291,-123.12936,Entire home/apt,4,1 bath,2,$169.00,30,FALSE,TRUE,1,5,346,3
42738536,2023-12-14,Renfrew-Collingwood,49.24876,-123.04477,Entire home/apt,7,3 baths,4,$305.00,4,TRUE,FALSE,55,4.96,0,2
42742038,2023-12-13,Fairview,49.26338,-123.12269,Entire home/apt,3,1 bath,1,$129.00,7,TRUE,FALSE,3,5,8,12
42743449,2023-12-14,Downtown,49.27796,-123.10833,Entire home/apt,8,2 baths,5,$143.00,2,TRUE,FALSE,314,4.76,52,3
42745752,2023-12-14,Riley Park,49.24502,-123.10503,Entire home/apt,5,2.5 baths,4,$499.00,3,FALSE,FALSE,10,4.9,87,1
42761406,2023-12-14,Dunbar Southlands,49.25663,-123.18622,Private room,1,1 shared bath,1,$65.00,2,FALSE,FALSE,84,4.62,0,2
42790908,2023-12-13,Mount Pleasant,49.26625,-123.09785,Entire home/apt,2,2 baths,1,$160.00,4,TRUE,TRUE,88,4.89,11,1
42812975,2023-12-14,Downtown,49.27897,-123.12185,Entire home/apt,6,2 baths,3,$385.00,30,TRUE,FALSE,3,5,365,41
42813067,2023-12-14,Downtown,49.27807,-123.12233,Entire home/apt,6,2 baths,3,$852.00,1,TRUE,FALSE,5,5,282,41
42842762,2023-12-14,Arbutus Ridge,49.24492,-123.16816,Entire home/apt,4,1 bath,3,$100.00,30,FALSE,FALSE,8,4.88,314,1
42843544,2023-12-14,Victoria-Fraserview,49.21144,-123.06261,Entire home/apt,10,4 baths,5,$201.00,30,FALSE,TRUE,108,4.34,69,3
42843989,2023-12-14,Downtown Eastside,49.28368,-123.11152,Entire home/apt,4,2 baths,2,$190.00,30,TRUE,FALSE,5,5,322,1
42865985,2023-12-14,Grandview-Woodland,49.28602,-123.05857,Entire home/apt,4,1 bath,2,$155.00,30,FALSE,FALSE,3,4.67,77,1
42874096,2023-12-14,Kitsilano,49.26789,-123.15407,Entire home/apt,2,1 bath,1,$150.00,2,FALSE,FALSE,9,4.78,0,1
42879356,2023-12-14,West End,49.28804,-123.12926,Entire home/apt,2,1 bath,1,NA,30,FALSE,FALSE,0,NA,0,1
42881319,2023-12-14,Downtown,49.28107,-123.11649,Private room,5,1 private bath,2,NA,1,FALSE,FALSE,3,5,0,1
42896340,2023-12-13,Hastings-Sunrise,49.27915,-123.02589,Entire home/apt,4,1 bath,2,$112.00,3,TRUE,FALSE,123,4.94,73,1
42903930,2023-12-13,Renfrew-Collingwood,49.25238,-123.0259,Entire home/apt,7,1 bath,4,$70.00,2,TRUE,FALSE,165,4.88,31,1
42907400,2023-12-14,Downtown,49.27897,-123.10972,Entire home/apt,4,1 bath,2,$176.00,2,TRUE,FALSE,167,4.9,52,3
42937221,2023-12-14,Downtown,49.27807235717773,-123.12232971191406,Entire home/apt,2,1 bath,2,$240.00,30,TRUE,FALSE,4,4.75,341,41
42937446,2023-12-14,Downtown,49.27322,-123.12778,Entire home/apt,4,1 bath,2,$250.00,30,TRUE,FALSE,2,4.5,342,41
42937545,2023-12-14,Downtown,49.28595,-123.12252,Entire home/apt,5,1 bath,2,$199.00,6,TRUE,FALSE,24,4.92,82,6
42955887,2023-12-14,West End,49.27776,-123.13631,Entire home/apt,2,1 bath,2,$250.00,4,FALSE,FALSE,8,4.88,0,1
42976467,2023-12-13,West Point Grey,49.26609,-123.21416,Entire home/apt,2,1 bath,1,$99.00,30,FALSE,TRUE,2,5,243,2
42988288,2023-12-14,Riley Park,49.23471,-123.10044,Entire home/apt,2,1 bath,2,$135.00,3,TRUE,FALSE,89,4.98,224,1
43038332,2023-12-13,Kensington-Cedar Cottage,49.24883,-123.0808,Entire home/apt,4,1 bath,2,$150.00,3,TRUE,FALSE,58,4.93,162,2
43068846,2023-12-13,Downtown,49.2736253418562,-123.11567922319747,Entire home/apt,2,1 bath,2,$228.00,4,TRUE,FALSE,7,5,4,4
43071813,2023-12-14,Downtown,49.28745,-123.12368,Entire home/apt,2,1 bath,1,$194.00,2,TRUE,FALSE,87,4.9,223,1
43079220,2023-12-14,Downtown Eastside,49.28141,-123.10261,Entire home/apt,2,1 bath,1,$199.00,30,TRUE,FALSE,87,4.75,41,3
43079683,2023-12-14,West Point Grey,49.26078,-123.21433,Entire home/apt,8,2 baths,4,$900.00,30,FALSE,FALSE,3,5,364,5
43081491,2023-12-14,Downtown Eastside,49.27996,-123.11001,Entire home/apt,5,2 baths,2,$166.00,2,TRUE,FALSE,189,4.94,0,1
43103070,2023-12-13,Marpole,49.20921,-123.11736,Entire home/apt,2,1 bath,1,$100.00,30,TRUE,FALSE,9,5,77,5
43140470,2023-12-13,Kitsilano,49.26894,-123.15817,Private room,1,1 shared bath,1,$45.00,90,TRUE,FALSE,11,4.82,197,1
43148884,2023-12-14,Downtown Eastside,49.28239,-123.10311,Entire home/apt,2,1 bath,2,$130.00,30,FALSE,FALSE,8,4.25,364,1
43150343,2023-12-14,Downtown,49.27765,-123.1294,Entire home/apt,2,1 bath,2,$85.00,29,FALSE,FALSE,17,4.59,85,1
43188958,2023-12-13,Downtown,49.2737,-123.12857,Entire home/apt,2,1 bath,1,$129.00,2,TRUE,FALSE,67,4.87,32,1
43203119,2023-12-14,Downtown,49.27787,-123.11589,Entire home/apt,4,1 bath,1,NA,1,FALSE,FALSE,0,NA,0,1
43214742,2023-12-14,Downtown,49.27793,-123.12065,Entire home/apt,3,1 bath,2,$168.00,2,TRUE,FALSE,184,4.79,7,1
43215530,2023-12-13,Downtown,49.27495,-123.11642,Entire home/apt,2,1 bath,1,$129.00,90,TRUE,FALSE,8,4.88,213,3
43231224,2023-12-14,Kensington-Cedar Cottage,49.26122,-123.07269,Private room,1,2 shared baths,1,$25.00,60,FALSE,FALSE,7,4.29,133,1
43232530,2023-12-14,Oakridge,49.22467,-123.12011,Private room,1,1 shared bath,1,NA,30,FALSE,FALSE,2,5,0,3
43278404,2023-12-14,Downtown,49.27420613892828,-123.1267103480722,Entire home/apt,2,2 baths,2,$187.00,90,FALSE,FALSE,10,4.4,364,1
43295734,2023-12-14,Oakridge,49.22587,-123.12018,Private room,2,1 private bath,1,NA,30,FALSE,TRUE,1,5,0,3
43303093,2023-12-13,Kitsilano,49.26803,-123.14771,Entire home/apt,2,1 bath,1,$189.00,30,FALSE,FALSE,3,5,225,1
43318977,2023-12-14,West End,49.28668,-123.13075,Entire home/apt,4,2 baths,2,$158.00,30,FALSE,FALSE,3,3.67,0,19
43335892,2023-12-14,Oakridge,49.22396,-123.12185,Private room,1,1 shared bath,1,NA,30,FALSE,TRUE,0,NA,0,3
43348428,2023-12-14,Kitsilano,49.25931167602539,-123.16561126708984,Entire home/apt,4,1 bath,3,$180.00,1,TRUE,TRUE,95,4.81,0,1
43364218,2023-12-13,Kitsilano,49.26304,-123.18488,Entire home/apt,5,1.5 baths,3,$254.00,3,TRUE,FALSE,43,4.98,165,1
43390903,2023-12-14,Downtown,49.27543,-123.11574,Entire home/apt,4,1 bath,1,$115.00,30,FALSE,FALSE,3,5,77,42
43391066,2023-12-13,Downtown,49.27387,-123.1145,Entire home/apt,4,2 baths,2,$185.00,30,FALSE,FALSE,1,5,89,42
43392404,2023-12-13,Kensington-Cedar Cottage,49.25248,-123.07473,Entire home/apt,4,1 bath,2,$105.00,2,FALSE,TRUE,122,4.56,70,5
43393120,2023-12-13,Kensington-Cedar Cottage,49.25081,-123.07603,Entire home/apt,2,1 bath,2,$86.00,2,FALSE,FALSE,131,4.58,79,5
43423475,2023-12-13,Kitsilano,49.26751,-123.18195,Entire home/apt,2,1 bath,1,$165.00,5,TRUE,FALSE,58,4.97,236,1
43424375,2023-12-13,Sunset,49.21485,-123.09453,Entire home/apt,1,1 bath,1,$102.00,3,TRUE,FALSE,48,4.92,19,5
43425616,2023-12-14,Arbutus Ridge,49.23822,-123.1574,Entire home/apt,4,2 baths,2,$334.00,30,TRUE,TRUE,4,5,120,2
43460589,2023-12-13,Dunbar Southlands,49.2515,-123.1937,Entire home/apt,6,1 bath,3,$103.00,2,FALSE,TRUE,236,4.76,156,1
43497728,2023-12-14,West End,49.282,-123.12577,Entire home/apt,4,1 bath,4,$104.00,30,FALSE,FALSE,3,4,74,6
43501445,2023-12-14,Downtown,49.27391,-123.11446,Entire home/apt,2,1 bath,1,NA,30,FALSE,FALSE,0,NA,0,1
43527973,2023-12-13,Marpole,49.21218,-123.11546,Entire home/apt,2,1 bath,1,$100.00,30,TRUE,FALSE,10,4.9,180,5
43533212,2023-12-13,Downtown Eastside,49.28108,-123.08976,Entire home/apt,4,2 baths,2,$133.00,30,TRUE,FALSE,19,5,44,1
43556385,2023-12-14,Kitsilano,49.26511,-123.15657,Entire home/apt,5,2.5 baths,3,$395.00,7,TRUE,FALSE,50,5,0,1
43558701,2023-12-13,Fairview,49.26115,-123.11512,Entire home/apt,4,2 baths,2,$135.00,30,FALSE,FALSE,13,5,49,1
43583362,2023-12-13,Downtown,49.2736,-123.11402,Entire home/apt,5,2 baths,3,$150.00,30,FALSE,FALSE,25,4.92,119,1
43606103,2023-12-13,Marpole,49.20942,-123.1161,Entire home/apt,2,1 bath,1,$100.00,30,FALSE,FALSE,8,4.75,148,2
43639445,2023-12-14,Downtown,49.27466,-123.11493,Entire home/apt,4,1 bath,1,$120.00,90,FALSE,FALSE,2,3,287,42
43669480,2023-12-14,Marpole,49.20296,-123.1334,Entire home/apt,2,1 bath,1,$85.00,30,TRUE,FALSE,13,4.85,303,2
43780501,2023-12-13,West End,49.29383,-123.13639,Entire home/apt,4,1 bath,3,$103.00,30,TRUE,FALSE,17,4.88,255,2
43807042,2023-12-14,Downtown,49.27533,-123.12906,Entire home/apt,2,1 bath,1,$115.00,30,FALSE,FALSE,3,5,210,42
43817461,2023-12-14,Kitsilano,49.26799,-123.16636,Entire home/apt,6,2 baths,3,$220.00,30,TRUE,FALSE,8,5,224,2
43821712,2023-12-14,Mount Pleasant,49.2585,-123.08537,Entire home/apt,3,1.5 baths,2,$101.00,30,TRUE,FALSE,29,4.97,245,1
43831987,2023-12-14,Kitsilano,49.27038,-123.15042,Entire home/apt,2,1 bath,1,NA,2,FALSE,FALSE,0,NA,0,2
43832302,2023-12-14,Grandview-Woodland,49.26493,-123.07654,Entire home/apt,2,1 bath,2,$134.00,30,NA,FALSE,1,5,286,2
43869990,2023-12-14,Downtown,49.28436,-123.11689,Entire home/apt,2,1 bath,2,$125.00,30,FALSE,FALSE,5,4.8,307,1
43880349,2023-12-14,Oakridge,49.22318,-123.12745,Private room,2,2 shared baths,1,$54.00,3,FALSE,FALSE,52,4.58,84,1
43937790,2023-12-14,Kitsilano,49.26677,-123.16245,Entire home/apt,7,3.5 baths,4,$707.00,3,TRUE,FALSE,4,5,13,1
43946933,2023-12-13,Kensington-Cedar Cottage,49.25976,-123.07446,Entire home/apt,2,1 bath,1,$120.00,3,TRUE,TRUE,89,4.94,25,1
43997233,2023-12-13,Mount Pleasant,49.26158,-123.08246,Entire home/apt,2,1 bath,1,$110.00,2,TRUE,FALSE,217,4.96,132,1
44003537,2023-12-14,Downtown Eastside,49.27751,-123.09855,Entire home/apt,4,1 bath,2,$171.00,3,FALSE,FALSE,41,4.78,70,1
44014044,2023-12-14,Arbutus Ridge,49.23972,-123.15498,Entire home/apt,2,1 bath,1,$163.00,3,TRUE,FALSE,94,4.99,67,1
44015193,2023-12-13,West End,49.29322,-123.13479,Entire home/apt,2,1 bath,1,$287.00,3,FALSE,FALSE,10,4.7,125,1
44016081,2023-12-14,Downtown,49.27465,-123.12995,Entire home/apt,6,2.5 baths,3,$566.00,30,TRUE,FALSE,1,5,227,7
44020727,2023-12-13,Hastings-Sunrise,49.28834,-123.04685,Entire home/apt,10,2 baths,5,$343.00,2,TRUE,FALSE,23,4.83,16,1
44021555,2023-12-14,Renfrew-Collingwood,49.23854,-123.05431,Entire home/apt,6,2 baths,4,$292.00,3,TRUE,FALSE,74,4.85,160,2
44031753,2023-12-14,West End,49.27942,-123.1299,Entire home/apt,4,1 bath,2,$100.00,30,TRUE,FALSE,78,4.69,179,5
44034163,2023-12-14,Downtown,49.27442,-123.12983,Entire home/apt,2,1 bath,1,$225.00,300,FALSE,FALSE,0,NA,89,1
44060556,2023-12-14,Downtown,49.2763,-123.12921,Entire home/apt,4,2 baths,2,$552.00,30,TRUE,FALSE,17,5,179,6
44064013,2023-12-14,Downtown Eastside,49.28095,-123.10621,Entire home/apt,4,2 baths,2,NA,2,FALSE,FALSE,0,NA,0,1
44088975,2023-12-14,Downtown Eastside,49.28053,-123.10924,Entire home/apt,4,2 baths,2,$259.00,2,TRUE,TRUE,110,4.85,0,1
44133079,2023-12-14,Marpole,49.21246,-123.12174,Entire home/apt,2,1 bath,2,$118.00,2,TRUE,FALSE,109,4.87,0,2
44140484,2023-12-14,Mount Pleasant,49.25855,-123.0797,Entire home/apt,2,1 bath,1,$145.00,2,TRUE,FALSE,13,5,140,2
44179770,2023-12-14,Downtown,49.28852,-123.12402,Entire home/apt,3,1 bath,1,$119.00,30,TRUE,FALSE,248,4.83,0,2
44181633,2023-12-14,Downtown,49.27894,-123.12218,Entire home/apt,4,1 bath,2,NA,1,FALSE,FALSE,1,5,0,1
44210108,2023-12-14,South Cambie,49.23680115,-123.1269989,Entire home/apt,4,1 bath,2,$109.00,2,FALSE,FALSE,96,4.77,0,16
44227322,2023-12-14,Victoria-Fraserview,49.22118,-123.05514,Private room,2,1 shared bath,1,NA,2,FALSE,FALSE,1,5,0,1
44252533,2023-12-13,Downtown,49.2772,-123.12207,Entire home/apt,4,2 baths,2,$130.00,30,FALSE,FALSE,4,5,72,42
44253302,2023-12-13,West End,49.29232,-123.13462,Entire home/apt,3,1 bath,2,$300.00,30,FALSE,FALSE,4,5,250,3
44267577,2023-12-14,Downtown,49.28038,-123.1252,Entire home/apt,2,1 bath,1,$100.00,30,TRUE,FALSE,20,4.95,318,2
44269319,2023-12-14,Hastings-Sunrise,49.28016,-123.05426,Entire home/apt,2,1 bath,1,$99.00,365,FALSE,FALSE,1,5,0,1
44303204,2023-12-14,West End,49.28662,-123.12603,Entire home/apt,2,1 bath,1,$150.00,30,FALSE,TRUE,1,5,365,1
44306270,2023-12-14,Downtown,49.27403,-123.12521,Entire home/apt,2,1 bath,1,"$2,200.00",180,FALSE,TRUE,0,NA,179,1
44317516,2023-12-14,Downtown Eastside,49.27968,-123.10015,Entire home/apt,4,1 bath,2,$110.00,3,FALSE,TRUE,46,4.61,266,1
44326587,2023-12-14,West End,49.2812,-123.12689,Entire home/apt,6,2 baths,4,$400.00,3,TRUE,TRUE,85,4.86,161,1
44337002,2023-12-14,Downtown,49.2817,-123.1244,Entire home/apt,2,1 bath,1,$132.00,30,FALSE,FALSE,6,4.67,175,11
44379773,2023-12-13,Kitsilano,49.2738,-123.1496,Entire home/apt,6,2.5 baths,3,$875.00,30,FALSE,FALSE,0,NA,363,1
44429990,2023-12-14,Downtown,49.28008,-123.10864,Entire home/apt,3,1 bath,4,NA,30,FALSE,FALSE,99,4.93,0,1
44447709,2023-12-14,Kensington-Cedar Cottage,49.24245,-123.08382,Entire home/apt,2,1 bath,1,$130.00,4,FALSE,FALSE,43,4.73,0,1
44460079,2023-12-14,Grandview-Woodland,49.270592,-123.057831,Entire home/apt,4,1 bath,2,$200.00,2,FALSE,FALSE,20,4.5,49,1
44532472,2023-12-14,Downtown,49.27637,-123.12909,Entire home/apt,6,2 baths,3,$301.00,60,FALSE,FALSE,19,4.89,364,1
44569378,2023-12-13,Riley Park,49.25408,-123.11208,Entire home/apt,12,2 baths,5,$172.00,30,FALSE,FALSE,58,4.84,276,134
44597342,2023-12-14,Kitsilano,49.26361,-123.15723,Entire home/apt,4,2 baths,3,NA,32,FALSE,FALSE,0,NA,0,2
44667811,2023-12-14,Downtown,49.27825,-123.12111,Entire home/apt,4,1 bath,2,$425.00,2,TRUE,TRUE,120,4.91,0,1
44704769,2023-12-14,Grandview-Woodland,49.26285,-123.07554,Entire home/apt,4,1.5 baths,3,$50.00,30,TRUE,FALSE,1,4,324,4
44707856,2023-12-14,Downtown Eastside,49.281727,-123.104233,Entire home/apt,4,1 bath,2,$136.00,2,TRUE,FALSE,137,4.91,346,1
44718107,2023-12-14,Downtown Eastside,49.28137,-123.10354,Entire home/apt,2,1 bath,1,$206.00,3,TRUE,FALSE,93,4.99,0,1
44755862,2023-12-13,Downtown,49.27458,-123.11624,Entire home/apt,3,2 baths,2,$160.00,90,FALSE,FALSE,0,NA,362,1
44792934,2023-12-14,Riley Park,49.25566,-123.10702,Entire home/apt,2,1 bath,1,$70.00,30,FALSE,FALSE,3,5,292,2
44800636,2023-12-14,Downtown,49.28295,-123.11335,Private room,2,1 private bath,1,$205.00,1,FALSE,FALSE,49,4.92,167,6
44843152,2023-12-14,Kitsilano,49.27199,-123.1617,Entire home/apt,2,1 bath,1,$89.00,30,FALSE,FALSE,8,4.63,364,4
44867074,2023-12-14,Riley Park,49.24434,-123.09565,Entire home/apt,2,1 bath,1,NA,30,FALSE,FALSE,1,4,0,1
44905459,2023-12-14,Oakridge,49.22244,-123.13035,Private room,2,1.5 baths,2,$127.00,1,FALSE,TRUE,25,4.56,175,1
44911323,2023-12-14,Downtown,49.27678,-123.12976,Entire home/apt,2,1 bath,1,$139.00,31,TRUE,FALSE,12,5,0,1
44964851,2023-12-14,Downtown,49.28125,-123.11185,Private room,2,1 private bath,1,$193.00,1,FALSE,FALSE,96,4.84,170,6
45000380,2023-12-14,Downtown,49.276,-123.12891,Entire home/apt,4,1 bath,1,$240.00,31,FALSE,FALSE,0,NA,88,38
45003088,2023-12-13,Mount Pleasant,49.27076,-123.10098,Entire home/apt,2,1 bath,1,$110.00,30,FALSE,FALSE,9,4.67,83,42
45028703,2023-12-14,West End,49.29142,-123.13445,Entire home/apt,2,1 bath,1,$200.00,30,FALSE,FALSE,11,4.82,178,3
45032739,2023-12-14,Downtown Eastside,49.28333,-123.11118,Private room,4,1 private bath,2,$197.00,1,FALSE,FALSE,31,4.9,169,6
45033132,2023-12-14,Downtown,49.28293,-123.11321,Private room,4,1 private bath,2,$187.00,1,FALSE,FALSE,16,4.63,166,6
45077156,2023-12-13,Riley Park,49.25272,-123.0912,Private room,3,1 private bath,2,$61.00,1,FALSE,FALSE,2,5,180,19
45078460,2023-12-14,Downtown Eastside,49.28302,-123.10348,Entire home/apt,4,1 bath,1,$225.00,3,TRUE,FALSE,10,4.7,8,1
45105289,2023-12-14,Kensington-Cedar Cottage,49.23873901367188,-123.07717895507812,Entire home/apt,4,1 bath,3,$175.00,30,TRUE,FALSE,65,4.88,161,1
45115465,2023-12-13,Riley Park,49.25334,-123.11394,Entire home/apt,2,1 bath,2,$130.00,5,TRUE,FALSE,12,4.92,276,1
45140983,2023-12-13,Grandview-Woodland,49.27281,-123.07166,Entire home/apt,2,1 bath,1,$100.00,20,TRUE,FALSE,22,5,34,2
45219644,2023-12-14,Kensington-Cedar Cottage,49.24573,-123.08301,Entire home/apt,3,1 bath,2,NA,30,TRUE,FALSE,35,4.94,0,1
45237387,2023-12-13,Downtown,49.27519,-123.11506,Entire home/apt,2,1 bath,2,$243.00,30,TRUE,FALSE,16,4.88,365,1
45243636,2023-12-14,Downtown,49.27557,-123.12677,Entire home/apt,1,1 bath,1,$125.00,30,FALSE,FALSE,7,4.86,364,2
45256217,2023-12-14,Downtown Eastside,49.28309,-123.11122,Private room,2,1 shared bath,1,$158.00,1,FALSE,FALSE,35,4.86,168,6
